EmpID,Training Date,Training Program Name,Training Type,Training Outcome,Training Duration(Days)
2041,25-Sep-22,Technical Skills,External,Completed,5
2042,14-Feb-23,Customer Service,External,Passed,1
2043,08-Oct-22,Project Management,Internal,Passed,5
2044,05-Aug-23,Customer Service,External,Passed,5
2045,04-May-23,Customer Service,Internal,Incomplete,1
2046,25-Dec-22,Technical Skills,Internal,Incomplete,1
2047,15-Aug-22,Technical Skills,Internal,Failed,1
2048,02-Nov-22,Customer Service,External,Failed,2
2049,28-Mar-23,Project Management,Internal,Failed,4
2050,13-Dec-22,Communication Skills,Internal,Completed,3
2051,17-Mar-23,Project Management,Internal,Incomplete,2
2052,06-Nov-22,Project Management,Internal,Completed,4
2053,13-May-23,Leadership Development,Internal,Incomplete,5
2054,06-Jun-23,Leadership Development,Internal,Incomplete,4
2055,08-Nov-22,Technical Skills,External,Passed,2
2056,02-Feb-23,Technical Skills,External,Failed,1
2057,01-Jan-23,Customer Service,Internal,Failed,3
2058,31-Dec-22,Customer Service,Internal,Passed,1
2059,06-May-23,Customer Service,External,Completed,3
2060,23-Jul-23,Project Management,External,Failed,3
2061,15-Mar-23,Technical Skills,External,Incomplete,1
2062,20-May-23,Project Management,External,Passed,1
2063,01-Jan-23,Technical Skills,External,Failed,5
2064,10-Sep-22,Technical Skills,Internal,Passed,2
2065,15-May-23,Leadership Development,Internal,Failed,1
2066,03-Sep-22,Customer Service,Internal,Passed,5
2067,10-May-23,Leadership Development,External,Failed,4
2068,03-Feb-23,Leadership Development,Internal,Incomplete,3
2069,10-May-23,Communication Skills,External,Incomplete,3
2070,12-Apr-23,Technical Skills,Internal,Completed,5
2071,09-Feb-23,Technical Skills,Internal,Incomplete,5
2072,17-Jun-23,Customer Service,Internal,Passed,5
2073,03-Aug-23,Project Management,Internal,Incomplete,3
2074,20-Sep-22,Project Management,Internal,Passed,5
2075,27-Oct-22,Customer Service,External,Incomplete,5
2076,08-Nov-22,Communication Skills,Internal,Completed,3
2077,07-Apr-23,Communication Skills,Internal,Completed,4
2078,07-Aug-22,Communication Skills,Internal,Incomplete,5
2079,15-Jan-23,Leadership Development,External,Completed,4
2080,09-Jun-23,Project Management,External,Failed,1
2081,14-May-23,Customer Service,External,Failed,4
2082,09-Aug-22,Customer Service,External,Incomplete,1
2083,21-Dec-22,Project Management,External,Incomplete,5
2084,02-Feb-23,Project Management,External,Passed,1
2085,29-Mar-23,Project Management,External,Incomplete,1
2086,03-Apr-23,Communication Skills,External,Completed,3
2087,02-Apr-23,Leadership Development,Internal,Completed,3
2088,09-Feb-23,Communication Skills,External,Completed,3
2089,04-Jan-23,Communication Skills,Internal,Completed,2
2090,23-Oct-22,Leadership Development,Internal,Incomplete,1
2091,20-Jul-23,Leadership Development,Internal,Incomplete,3
2092,13-Mar-23,Communication Skills,External,Completed,5
2093,23-Apr-23,Leadership Development,External,Failed,5
2094,11-Mar-23,Leadership Development,Internal,Passed,4
2095,14-Nov-22,Leadership Development,Internal,Passed,3
2096,25-Apr-23,Communication Skills,External,Completed,3
2097,26-Nov-22,Technical Skills,External,Incomplete,3
2098,25-Sep-22,Project Management,External,Incomplete,2
2099,28-Feb-23,Customer Service,External,Completed,2
2100,29-Apr-23,Communication Skills,External,Incomplete,2
2101,29-Jun-23,Leadership Development,External,Completed,1
2102,04-May-23,Communication Skills,Internal,Passed,1
2103,06-Sep-22,Technical Skills,Internal,Incomplete,3
2104,14-Oct-22,Technical Skills,External,Completed,5
2105,10-Nov-22,Technical Skills,External,Completed,3
2106,15-Jul-23,Customer Service,Internal,Passed,4
2107,05-Mar-23,Communication Skills,External,Passed,1
2108,05-Sep-22,Customer Service,Internal,Completed,5
2109,18-Apr-23,Project Management,External,Failed,3
2110,30-Dec-22,Communication Skills,Internal,Passed,4
2111,17-Nov-22,Customer Service,Internal,Passed,4
2112,17-Sep-22,Customer Service,External,Failed,2
2113,18-Aug-22,Project Management,Internal,Passed,2
2114,26-Feb-23,Communication Skills,External,Completed,2
2115,24-Sep-22,Leadership Development,Internal,Incomplete,5
2116,26-Aug-22,Leadership Development,Internal,Completed,2
2117,27-May-23,Customer Service,External,Incomplete,4
2118,21-Apr-23,Leadership Development,Internal,Completed,3
2119,15-Jul-23,Technical Skills,External,Passed,5
2120,22-May-23,Project Management,External,Incomplete,1
2121,31-Dec-22,Project Management,Internal,Passed,2
2122,02-Jan-23,Technical Skills,External,Passed,1
2123,23-Sep-22,Project Management,External,Failed,4
2124,26-Apr-23,Leadership Development,Internal,Completed,2
2125,19-Aug-22,Communication Skills,External,Incomplete,2
2126,24-Jan-23,Communication Skills,External,Failed,2
2127,03-Apr-23,Leadership Development,Internal,Passed,5
2128,22-Dec-22,Project Management,External,Passed,2
2129,03-Mar-23,Communication Skills,External,Incomplete,4
2130,21-Nov-22,Project Management,Internal,Completed,4
2131,21-Jan-23,Project Management,Internal,Passed,5
2132,15-Sep-22,Communication Skills,Internal,Passed,5
2133,16-Mar-23,Technical Skills,External,Passed,4
2134,20-Oct-22,Technical Skills,Internal,Completed,1
2135,21-Nov-22,Technical Skills,Internal,Completed,5
2136,28-Nov-22,Communication Skills,Internal,Incomplete,1
2137,01-Apr-23,Technical Skills,External,Completed,1
2138,17-Aug-22,Project Management,Internal,Completed,3
2139,21-May-23,Technical Skills,Internal,Passed,2
2140,27-Apr-23,Project Management,External,Completed,3
2141,07-Jun-23,Customer Service,Internal,Completed,1
2142,11-Jan-23,Leadership Development,Internal,Failed,3
2143,11-Aug-22,Communication Skills,Internal,Incomplete,2
2144,26-Jan-23,Communication Skills,Internal,Completed,4
2145,05-Dec-22,Project Management,External,Failed,4
2146,09-Mar-23,Leadership Development,External,Completed,1
2147,25-Jan-23,Technical Skills,External,Passed,3
2148,16-Apr-23,Communication Skills,Internal,Passed,1
2149,08-May-23,Technical Skills,Internal,Failed,2
2150,03-Aug-23,Project Management,External,Incomplete,3
2151,10-Mar-23,Leadership Development,External,Failed,3
2152,15-Oct-22,Communication Skills,External,Completed,4
2153,24-Feb-23,Customer Service,Internal,Completed,2
2154,11-Mar-23,Project Management,External,Failed,4
2155,21-Mar-23,Customer Service,Internal,Passed,1
2156,19-Jan-23,Customer Service,Internal,Failed,2
2157,02-Oct-22,Leadership Development,Internal,Incomplete,1
2158,06-Apr-23,Communication Skills,External,Failed,1
2159,24-Jan-23,Customer Service,External,Completed,3
2160,16-Jun-23,Customer Service,Internal,Completed,5
2161,29-Sep-22,Communication Skills,Internal,Completed,1
2162,03-Jun-23,Project Management,External,Incomplete,5
2163,19-Jan-23,Communication Skills,Internal,Failed,3
2164,11-Jun-23,Technical Skills,Internal,Incomplete,2
2165,23-Jul-23,Project Management,External,Failed,4
2166,02-Oct-22,Technical Skills,External,Passed,2
2167,28-Mar-23,Leadership Development,External,Completed,5
2168,01-Aug-23,Customer Service,Internal,Incomplete,2
2169,17-Mar-23,Customer Service,External,Failed,1
2170,14-Mar-23,Leadership Development,External,Completed,2
2171,19-Jun-23,Communication Skills,External,Passed,3
2172,23-Jun-23,Project Management,External,Incomplete,2
2173,18-Apr-23,Technical Skills,External,Completed,5
2174,13-Nov-22,Technical Skills,External,Incomplete,2
2175,22-Feb-23,Communication Skills,External,Completed,2
2176,19-Apr-23,Communication Skills,External,Completed,5
2177,07-Jul-23,Customer Service,External,Passed,4
2178,08-May-23,Communication Skills,Internal,Completed,5
2179,08-Sep-22,Leadership Development,External,Passed,4
2180,05-Feb-23,Technical Skills,External,Incomplete,4
2181,28-Jun-23,Communication Skills,Internal,Incomplete,2
2182,22-Jul-23,Communication Skills,External,Completed,2
2183,23-Apr-23,Communication Skills,External,Completed,3
2184,25-Sep-22,Communication Skills,External,Failed,3
2185,01-Aug-23,Customer Service,Internal,Incomplete,5
2186,21-Sep-22,Leadership Development,External,Failed,5
2187,07-Jun-23,Communication Skills,Internal,Completed,1
2188,17-Jun-23,Leadership Development,Internal,Incomplete,2
2189,28-Nov-22,Customer Service,External,Passed,2
2190,29-Apr-23,Technical Skills,Internal,Completed,2
2191,13-May-23,Communication Skills,Internal,Failed,3
2192,02-Oct-22,Leadership Development,External,Completed,4
2193,16-Jul-23,Technical Skills,External,Incomplete,2
2194,08-Mar-23,Customer Service,External,Incomplete,5
2195,08-May-23,Project Management,External,Failed,3
2196,10-Dec-22,Technical Skills,External,Completed,2
2197,17-Mar-23,Technical Skills,External,Passed,2
2198,14-Aug-22,Leadership Development,Internal,Failed,5
2199,19-Jun-23,Project Management,External,Passed,3
2200,29-Mar-23,Project Management,External,Incomplete,2
2201,15-Mar-23,Leadership Development,Internal,Completed,4
2202,08-Sep-22,Customer Service,Internal,Completed,4
2203,14-Dec-22,Technical Skills,External,Incomplete,2
2204,27-Nov-22,Customer Service,Internal,Passed,3
2205,23-Jun-23,Leadership Development,Internal,Incomplete,1
2206,16-Sep-22,Technical Skills,Internal,Completed,3
2207,26-Jun-23,Project Management,External,Incomplete,1
2208,02-Sep-22,Technical Skills,Internal,Incomplete,3
2209,02-Nov-22,Technical Skills,External,Completed,3
2210,17-Jul-23,Technical Skills,Internal,Completed,5
2211,21-Nov-22,Leadership Development,External,Completed,3
2212,19-Jul-23,Technical Skills,Internal,Incomplete,1
2213,09-Apr-23,Technical Skills,Internal,Passed,1
2214,16-Mar-23,Leadership Development,Internal,Passed,4
2215,30-Sep-22,Customer Service,External,Failed,3
2216,25-Dec-22,Customer Service,External,Incomplete,4
2217,23-Mar-23,Communication Skills,External,Failed,1
2218,27-Dec-22,Technical Skills,Internal,Incomplete,5
2219,03-Jan-23,Technical Skills,External,Failed,5
2220,02-Jun-23,Leadership Development,External,Completed,4
2221,07-Aug-22,Technical Skills,Internal,Incomplete,1
2222,04-Jun-23,Project Management,External,Failed,3
2223,07-Apr-23,Communication Skills,External,Completed,2
2224,23-Sep-22,Customer Service,Internal,Failed,2
2225,09-Dec-22,Project Management,External,Passed,3
2226,10-Sep-22,Project Management,Internal,Completed,3
2227,28-Apr-23,Project Management,Internal,Passed,2
2228,21-Feb-23,Technical Skills,External,Passed,3
2229,28-Jan-23,Communication Skills,Internal,Incomplete,5
2230,03-Aug-23,Project Management,External,Passed,3
2231,20-Apr-23,Technical Skills,Internal,Failed,3
2232,23-Mar-23,Customer Service,External,Completed,4
2233,13-Jun-23,Customer Service,Internal,Passed,1
2234,04-Feb-23,Communication Skills,External,Completed,3
2235,09-Mar-23,Customer Service,Internal,Failed,1
2236,13-Jul-23,Customer Service,External,Passed,2
2237,10-May-23,Leadership Development,External,Completed,3
2238,14-Apr-23,Communication Skills,External,Completed,5
2239,11-Apr-23,Technical Skills,Internal,Passed,4
2240,17-Mar-23,Communication Skills,Internal,Incomplete,4
2241,26-Jan-23,Communication Skills,External,Failed,5
2242,17-Dec-22,Project Management,External,Failed,1
2243,30-Dec-22,Leadership Development,External,Passed,4
2244,14-Dec-22,Leadership Development,Internal,Passed,2
2245,04-Apr-23,Project Management,Internal,Incomplete,1
2246,10-Feb-23,Project Management,Internal,Completed,2
2247,19-Apr-23,Communication Skills,External,Incomplete,3
2248,29-Mar-23,Leadership Development,External,Incomplete,2
2249,06-Jul-23,Customer Service,External,Failed,2
2250,08-Apr-23,Communication Skills,Internal,Failed,5
2251,19-Nov-22,Technical Skills,External,Incomplete,5
2252,10-Dec-22,Communication Skills,Internal,Completed,1
2253,07-Jan-23,Communication Skills,External,Incomplete,1
2254,20-Nov-22,Project Management,Internal,Failed,4
2255,05-Feb-23,Customer Service,Internal,Completed,1
2256,13-Jan-23,Leadership Development,Internal,Completed,1
2257,25-Mar-23,Customer Service,External,Incomplete,2
2258,03-Jul-23,Technical Skills,Internal,Failed,2
2259,03-May-23,Communication Skills,External,Failed,3
2260,23-Aug-22,Customer Service,Internal,Incomplete,2
2261,04-Jun-23,Project Management,External,Failed,3
2262,29-May-23,Communication Skills,External,Incomplete,3
2263,05-Oct-22,Project Management,Internal,Incomplete,5
2264,06-May-23,Communication Skills,External,Failed,3
2265,23-Nov-22,Customer Service,Internal,Failed,4
2266,23-Oct-22,Leadership Development,External,Completed,5
2267,11-Nov-22,Technical Skills,Internal,Passed,1
2268,26-Nov-22,Communication Skills,Internal,Failed,2
2269,09-Dec-22,Technical Skills,Internal,Incomplete,1
2270,11-May-23,Technical Skills,Internal,Passed,2
2271,02-Feb-23,Customer Service,Internal,Failed,4
2272,15-Apr-23,Communication Skills,Internal,Passed,5
2273,01-Apr-23,Leadership Development,External,Passed,4
2274,03-Jun-23,Customer Service,External,Failed,2
2275,05-Mar-23,Technical Skills,External,Incomplete,5
2276,17-May-23,Customer Service,External,Completed,3
2277,22-Dec-22,Communication Skills,Internal,Completed,3
2278,05-Mar-23,Leadership Development,External,Completed,4
2279,23-Mar-23,Technical Skills,External,Passed,4
2280,05-Apr-23,Customer Service,External,Passed,3
2281,29-Nov-22,Technical Skills,Internal,Failed,4
2282,20-Oct-22,Leadership Development,External,Incomplete,5
2283,23-Apr-23,Leadership Development,External,Failed,1
2284,09-Jul-23,Technical Skills,External,Passed,3
2285,02-Dec-22,Customer Service,Internal,Completed,4
2286,27-Sep-22,Project Management,External,Failed,5
2287,29-Mar-23,Communication Skills,Internal,Passed,4
2288,25-Sep-22,Communication Skills,Internal,Failed,2
2289,14-Jun-23,Technical Skills,External,Completed,3
2290,23-Apr-23,Communication Skills,Internal,Failed,4
2291,01-Jul-23,Project Management,Internal,Incomplete,5
2292,11-Mar-23,Communication Skills,External,Completed,3
2293,17-Apr-23,Project Management,Internal,Failed,1
2294,09-Apr-23,Communication Skills,External,Failed,1
2295,12-Nov-22,Communication Skills,Internal,Passed,5
2296,09-Nov-22,Technical Skills,Internal,Passed,4
2297,28-Dec-22,Leadership Development,Internal,Completed,5
2298,02-Mar-23,Communication Skills,External,Failed,1
2299,13-Apr-23,Customer Service,External,Failed,4
2300,27-Sep-22,Customer Service,External,Completed,2
2301,27-Feb-23,Technical Skills,Internal,Incomplete,4
2302,11-Mar-23,Project Management,Internal,Passed,2
2303,13-Jan-23,Customer Service,External,Passed,2
2304,19-Oct-22,Customer Service,Internal,Passed,5
2305,24-Apr-23,Communication Skills,External,Incomplete,2
2306,28-Feb-23,Communication Skills,External,Failed,2
2307,21-May-23,Customer Service,Internal,Passed,2
2308,08-Sep-22,Communication Skills,Internal,Completed,4
2309,20-Jul-23,Communication Skills,Internal,Incomplete,1
2310,27-Dec-22,Leadership Development,Internal,Incomplete,4
2311,04-Apr-23,Leadership Development,External,Passed,5
2312,06-Jan-23,Leadership Development,Internal,Completed,3
2313,04-Feb-23,Project Management,External,Passed,1
2314,18-Nov-22,Communication Skills,External,Failed,1
2315,05-Dec-22,Customer Service,External,Incomplete,1
2316,23-May-23,Communication Skills,Internal,Failed,1
2317,09-Feb-23,Customer Service,External,Failed,1
2318,22-Jun-23,Communication Skills,External,Incomplete,2
2319,21-Dec-22,Customer Service,Internal,Passed,3
2320,25-Jul-23,Communication Skills,External,Incomplete,5
2321,06-Sep-22,Communication Skills,Internal,Incomplete,3
2322,04-Mar-23,Communication Skills,Internal,Completed,3
2323,30-Dec-22,Project Management,External,Incomplete,3
2324,29-Apr-23,Communication Skills,External,Incomplete,1
2325,04-Jan-23,Project Management,Internal,Completed,2
2326,06-Jan-23,Customer Service,External,Completed,5
2327,20-Oct-22,Customer Service,External,Incomplete,1
2328,01-Mar-23,Communication Skills,Internal,Passed,3
2329,21-Jan-23,Leadership Development,External,Incomplete,2
2330,21-Mar-23,Customer Service,Internal,Passed,2
2331,16-Jan-23,Technical Skills,Internal,Failed,3
2332,29-Nov-22,Communication Skills,Internal,Completed,3
2333,01-Apr-23,Technical Skills,Internal,Failed,4
2334,21-Mar-23,Project Management,Internal,Failed,5
2335,01-Sep-22,Communication Skills,Internal,Completed,4
2336,06-Feb-23,Communication Skills,External,Completed,3
2337,15-Jul-23,Project Management,Internal,Incomplete,2
2338,18-Jun-23,Customer Service,External,Completed,2
2339,02-Dec-22,Leadership Development,Internal,Failed,5
2340,05-May-23,Project Management,External,Failed,1
2341,06-Apr-23,Communication Skills,Internal,Failed,2
2342,30-May-23,Communication Skills,Internal,Completed,1
2343,31-May-23,Customer Service,Internal,Completed,5
2344,13-Mar-23,Technical Skills,External,Completed,2
2345,09-Oct-22,Project Management,External,Incomplete,3
2346,02-Oct-22,Customer Service,External,Completed,3
2347,14-Dec-22,Communication Skills,Internal,Passed,1
2348,13-Apr-23,Technical Skills,Internal,Passed,1
2349,22-Apr-23,Communication Skills,Internal,Completed,2
2350,09-Mar-23,Leadership Development,Internal,Failed,3
2351,11-Mar-23,Communication Skills,Internal,Incomplete,4
2352,11-Sep-22,Communication Skills,External,Completed,4
2353,18-Jul-23,Technical Skills,Internal,Failed,3
2354,13-Jun-23,Communication Skills,External,Completed,5
2355,16-Jul-23,Customer Service,External,Failed,3
2356,25-May-23,Technical Skills,External,Passed,4
2357,17-May-23,Leadership Development,Internal,Failed,3
2358,14-Apr-23,Project Management,External,Incomplete,3
2359,30-May-23,Technical Skills,External,Failed,3
2360,13-Oct-22,Project Management,Internal,Passed,1
2361,08-Sep-22,Customer Service,External,Failed,4
2362,06-Feb-23,Project Management,Internal,Incomplete,3
2363,04-Feb-23,Communication Skills,External,Incomplete,3
2364,04-Dec-22,Project Management,External,Completed,3
2365,11-Aug-22,Communication Skills,External,Passed,5
2366,16-Aug-22,Project Management,Internal,Incomplete,3
2367,27-Apr-23,Project Management,Internal,Completed,3
2368,30-Mar-23,Technical Skills,External,Completed,4
2369,26-Jul-23,Leadership Development,External,Failed,5
2370,07-Jun-23,Leadership Development,External,Incomplete,3
2371,19-Apr-23,Customer Service,Internal,Passed,4
2372,27-Jan-23,Leadership Development,Internal,Completed,2
2373,16-Feb-23,Project Management,External,Completed,4
2374,01-May-23,Customer Service,External,Incomplete,2
2375,20-Nov-22,Project Management,External,Failed,5
2376,26-Apr-23,Communication Skills,Internal,Completed,5
2377,25-Dec-22,Leadership Development,External,Failed,1
2378,07-Apr-23,Leadership Development,Internal,Passed,3
2379,24-Aug-22,Communication Skills,External,Completed,4
2380,03-Nov-22,Customer Service,Internal,Completed,5
2381,27-Jan-23,Technical Skills,External,Passed,1
2382,01-Aug-23,Project Management,Internal,Completed,1
2383,09-Aug-22,Customer Service,External,Incomplete,1
2384,03-Oct-22,Communication Skills,Internal,Failed,3
2385,31-Mar-23,Technical Skills,Internal,Incomplete,1
2386,28-Sep-22,Customer Service,External,Failed,3
2387,05-Mar-23,Communication Skills,Internal,Failed,2
2388,30-Jun-23,Project Management,Internal,Completed,4
2389,28-Jul-23,Technical Skills,Internal,Completed,1
2390,19-Jul-23,Customer Service,External,Completed,5
2391,10-Dec-22,Technical Skills,External,Failed,3
2392,17-Dec-22,Customer Service,External,Failed,5
2393,27-Feb-23,Project Management,External,Completed,5
2394,22-Sep-22,Customer Service,Internal,Completed,1
2395,29-Mar-23,Customer Service,External,Completed,5
2396,22-Nov-22,Project Management,External,Completed,5
2397,10-Nov-22,Project Management,External,Completed,5
2398,13-Dec-22,Technical Skills,External,Incomplete,3
2399,15-Mar-23,Customer Service,External,Passed,1
2400,23-Jul-23,Communication Skills,External,Completed,4
2401,01-Nov-22,Customer Service,Internal,Failed,4
2402,18-Feb-23,Communication Skills,External,Failed,1
2403,25-Aug-22,Technical Skills,External,Failed,5
2404,21-Apr-23,Project Management,External,Failed,3
2405,19-Mar-23,Technical Skills,External,Completed,1
2406,19-May-23,Communication Skills,Internal,Failed,1
2407,15-Nov-22,Project Management,Internal,Completed,2
2408,04-Sep-22,Project Management,Internal,Failed,1
2409,07-Apr-23,Customer Service,External,Passed,1
2410,24-Sep-22,Technical Skills,External,Failed,3
2411,27-Feb-23,Project Management,External,Failed,4
2412,21-Jan-23,Project Management,Internal,Passed,5
2413,01-Sep-22,Communication Skills,External,Failed,1
2414,01-Sep-22,Technical Skills,External,Failed,5
2415,18-Aug-22,Customer Service,Internal,Failed,4
2416,06-May-23,Communication Skills,Internal,Failed,2
2417,31-Oct-22,Communication Skills,External,Passed,4
2418,27-Jan-23,Technical Skills,External,Failed,5
2419,05-Jul-23,Project Management,External,Completed,4
2420,29-Jan-23,Project Management,Internal,Passed,3
2421,08-Jul-23,Customer Service,Internal,Completed,3
2422,29-Aug-22,Leadership Development,External,Failed,1
2423,15-Jun-23,Technical Skills,Internal,Failed,5
2424,18-Oct-22,Customer Service,Internal,Failed,1
2425,23-Apr-23,Technical Skills,External,Failed,3
2426,21-Nov-22,Leadership Development,External,Incomplete,4
2427,27-Jan-23,Communication Skills,Internal,Passed,2
2428,13-Jul-23,Customer Service,External,Passed,4
2429,09-Dec-22,Communication Skills,External,Completed,5
2430,26-May-23,Technical Skills,External,Passed,2
2431,17-Mar-23,Customer Service,External,Incomplete,3
2432,17-Aug-22,Customer Service,External,Failed,1
2433,20-Apr-23,Technical Skills,Internal,Completed,4
2434,06-Sep-22,Leadership Development,External,Failed,4
2435,26-Mar-23,Communication Skills,Internal,Incomplete,5
2436,09-May-23,Project Management,External,Failed,5
2437,02-May-23,Customer Service,External,Completed,2
2438,14-Nov-22,Customer Service,External,Failed,1
2439,29-Oct-22,Project Management,External,Failed,4
2440,24-Nov-22,Communication Skills,Internal,Failed,4
2441,17-Oct-22,Project Management,External,Passed,5
2442,18-Jan-23,Communication Skills,Internal,Failed,2
2443,30-Dec-22,Project Management,External,Completed,5
2444,03-Nov-22,Project Management,External,Completed,1
2445,11-May-23,Leadership Development,External,Failed,1
2446,19-Jun-23,Communication Skills,External,Passed,1
2447,21-Aug-22,Technical Skills,Internal,Completed,1
2448,29-Sep-22,Customer Service,Internal,Passed,5
2449,18-Jan-23,Project Management,External,Passed,4
2450,18-Jan-23,Project Management,Internal,Completed,5
2451,31-Jul-23,Communication Skills,External,Incomplete,1
2452,29-Jun-23,Communication Skills,Internal,Incomplete,3
2453,28-Nov-22,Technical Skills,External,Incomplete,3
2454,06-Oct-22,Leadership Development,Internal,Completed,1
2455,08-Jun-23,Customer Service,External,Completed,4
2456,22-Aug-22,Customer Service,External,Failed,2
2457,19-May-23,Technical Skills,Internal,Incomplete,5
2458,20-May-23,Customer Service,Internal,Failed,5
2459,27-Nov-22,Project Management,External,Failed,4
2460,25-Nov-22,Communication Skills,External,Passed,5
2461,13-Jul-23,Communication Skills,External,Completed,2
2462,05-Feb-23,Customer Service,External,Completed,3
2463,02-Jun-23,Leadership Development,Internal,Passed,3
2464,14-Jul-23,Leadership Development,External,Passed,1
2465,22-Jul-23,Project Management,Internal,Incomplete,3
2466,04-Nov-22,Customer Service,External,Failed,3
2467,08-Mar-23,Customer Service,External,Passed,1
2468,24-Feb-23,Communication Skills,Internal,Passed,3
2469,15-Sep-22,Project Management,External,Completed,5
2470,05-Apr-23,Communication Skills,Internal,Completed,2
2471,06-Aug-22,Leadership Development,External,Passed,3
2472,28-Apr-23,Project Management,External,Failed,1
2473,02-Nov-22,Leadership Development,Internal,Completed,5
2474,18-Nov-22,Project Management,Internal,Completed,5
2475,30-Nov-22,Leadership Development,Internal,Failed,2
2476,29-Jun-23,Technical Skills,External,Completed,3
2477,26-Oct-22,Leadership Development,Internal,Passed,4
2478,26-Sep-22,Customer Service,Internal,Passed,4
2479,18-Jun-23,Technical Skills,Internal,Passed,2
2480,11-Jan-23,Customer Service,External,Passed,1
2481,11-Nov-22,Technical Skills,External,Incomplete,4
2482,23-May-23,Customer Service,External,Incomplete,4
2483,22-Oct-22,Communication Skills,Internal,Failed,4
2484,03-Apr-23,Communication Skills,External,Failed,3
2485,30-Aug-22,Communication Skills,Internal,Completed,2
2486,11-May-23,Technical Skills,Internal,Passed,4
2487,26-Nov-22,Technical Skills,Internal,Failed,4
2488,03-Dec-22,Customer Service,External,Completed,5
2489,30-Mar-23,Communication Skills,Internal,Incomplete,4
2490,04-Jun-23,Leadership Development,Internal,Incomplete,1
2491,27-Jun-23,Customer Service,External,Incomplete,5
2492,14-Nov-22,Leadership Development,External,Completed,4
2493,07-Jan-23,Communication Skills,Internal,Completed,2
2494,06-Nov-22,Customer Service,Internal,Incomplete,2
2495,27-Aug-22,Project Management,Internal,Incomplete,3
2496,12-Feb-23,Technical Skills,Internal,Passed,3
2497,07-Sep-22,Customer Service,Internal,Passed,4
2498,30-Nov-22,Project Management,Internal,Incomplete,4
2499,12-Oct-22,Project Management,Internal,Failed,2
2500,08-Jul-23,Project Management,Internal,Completed,3
2501,20-Sep-22,Communication Skills,Internal,Completed,2
2502,08-Aug-22,Technical Skills,Internal,Passed,3
2503,14-May-23,Technical Skills,External,Incomplete,3
2504,02-Sep-22,Communication Skills,Internal,Failed,5
2505,23-Nov-22,Communication Skills,External,Completed,5
2506,13-Feb-23,Communication Skills,Internal,Passed,3
2507,06-Dec-22,Technical Skills,External,Incomplete,2
2508,25-Apr-23,Technical Skills,External,Completed,3
2509,08-Feb-23,Communication Skills,Internal,Completed,1
2510,22-Aug-22,Customer Service,Internal,Completed,2
2511,20-Apr-23,Technical Skills,External,Incomplete,4
2512,19-Feb-23,Communication Skills,External,Failed,5
2513,05-Dec-22,Communication Skills,Internal,Failed,4
2514,14-Jun-23,Technical Skills,Internal,Incomplete,3
2515,19-Jul-23,Technical Skills,Internal,Passed,1
2516,31-Jan-23,Customer Service,Internal,Completed,1
2517,01-Apr-23,Technical Skills,Internal,Incomplete,5
2518,29-Oct-22,Customer Service,Internal,Completed,4
2519,08-Feb-23,Technical Skills,External,Failed,2
2520,07-Feb-23,Customer Service,Internal,Incomplete,2
2521,18-Nov-22,Project Management,Internal,Completed,1
2522,30-Jun-23,Communication Skills,Internal,Passed,4
2523,28-Jun-23,Customer Service,External,Incomplete,4
2524,15-Oct-22,Leadership Development,Internal,Incomplete,1
2525,24-Apr-23,Leadership Development,External,Incomplete,3
2526,23-Jun-23,Technical Skills,Internal,Passed,2
2527,24-Nov-22,Technical Skills,Internal,Passed,2
2528,25-Jul-23,Communication Skills,Internal,Passed,3
2529,16-Oct-22,Communication Skills,External,Failed,1
2530,11-Dec-22,Technical Skills,External,Failed,4
2531,01-Nov-22,Communication Skills,Internal,Incomplete,1
2532,18-May-23,Leadership Development,Internal,Incomplete,2
2533,22-Jul-23,Communication Skills,External,Completed,1
2534,22-Aug-22,Leadership Development,Internal,Passed,3
2535,02-Oct-22,Project Management,Internal,Incomplete,2
2536,26-Aug-22,Leadership Development,External,Completed,1
2537,19-Mar-23,Project Management,External,Failed,5
2538,06-Apr-23,Leadership Development,External,Passed,3
2539,10-Nov-22,Communication Skills,Internal,Passed,4
2540,12-Oct-22,Project Management,Internal,Failed,2
2541,11-Aug-22,Communication Skills,Internal,Passed,2
2542,21-Aug-22,Communication Skills,External,Completed,5
2543,04-Sep-22,Communication Skills,Internal,Passed,1
2544,27-Jan-23,Communication Skills,Internal,Completed,2
2545,27-Jun-23,Leadership Development,Internal,Completed,1
2546,22-May-23,Customer Service,Internal,Completed,3
2547,07-Sep-22,Leadership Development,Internal,Completed,4
2548,14-Jan-23,Project Management,External,Failed,3
2549,18-Dec-22,Project Management,Internal,Passed,2
2550,09-Oct-22,Project Management,Internal,Incomplete,5
2551,02-Aug-23,Communication Skills,Internal,Completed,2
2552,21-Sep-22,Customer Service,Internal,Completed,5
2553,03-Oct-22,Project Management,External,Failed,2
2554,29-Jul-23,Communication Skills,External,Completed,5
2555,18-Jan-23,Technical Skills,Internal,Passed,3
2556,19-Aug-22,Customer Service,Internal,Passed,5
2557,20-Aug-22,Technical Skills,Internal,Completed,1
2558,07-Nov-22,Technical Skills,Internal,Failed,2
2559,19-Sep-22,Communication Skills,External,Passed,3
2560,03-Aug-23,Communication Skills,External,Failed,5
2561,19-Dec-22,Technical Skills,External,Failed,4
2562,09-Jul-23,Customer Service,Internal,Failed,1
2563,03-Aug-23,Customer Service,External,Passed,5
